id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-01-PROVENANCE-A-017-copyright-notice,01-provenance,Provenance rights consent and evidence,copyright notice,"Smallest independently addressable copyright notice unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-018-creator,01-provenance,Provenance rights consent and evidence,creator,"Smallest independently addressable creator unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-019-contributor,01-provenance,Provenance rights consent and evidence,contributor,"Smallest independently addressable contributor unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-020-publisher,01-provenance,Provenance rights consent and evidence,publisher,"Smallest independently addressable publisher unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-021-creation-time,01-provenance,Provenance rights consent and evidence,creation time,"Smallest independently addressable creation time unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-022-modification-time,01-provenance,Provenance rights consent and evidence,modification time,"Smallest independently addressable modification time unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-023-chain-of-custody-step,01-provenance,Provenance rights consent and evidence,chain-of-custody step,"Smallest independently addressable chain-of-custody step unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-024-provenance-timestamp,01-provenance,Provenance rights consent and evidence,provenance timestamp,"Smallest independently addressable provenance timestamp unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-025-approval,01-provenance,Provenance rights consent and evidence,approval,"Smallest independently addressable approval unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-026-rejection,01-provenance,Provenance rights consent and evidence,rejection,"Smallest independently addressable rejection unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-027-dissent-record,01-provenance,Provenance rights consent and evidence,dissent record,"Smallest independently addressable dissent record unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-028-rollback-anchor,01-provenance,Provenance rights consent and evidence,rollback anchor,"Smallest independently addressable rollback anchor unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-029-append-only-log-pointer,01-provenance,Provenance rights consent and evidence,append-only log pointer,"Smallest independently addressable append-only log pointer unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-030-retention-rule,01-provenance,Provenance rights consent and evidence,retention rule,"Smallest independently addressable retention rule unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-031-privacy-classification,01-provenance,Provenance rights consent and evidence,privacy classification,"Smallest independently addressable privacy classification unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-032-consent-state,01-provenance,Provenance rights consent and evidence,consent state,"Smallest independently addressable consent state unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-033-evidence-confidence,01-provenance,Provenance rights consent and evidence,evidence confidence,"Smallest independently addressable evidence confidence unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-034-source-integrity-state,01-provenance,Provenance rights consent and evidence,source integrity state,"Smallest independently addressable source integrity state unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-01-PROVENANCE-A-035-transformation-record-reference,01-provenance,Provenance rights consent and evidence,transformation record reference,"Smallest independently addressable transformation record reference unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,
AXM-02-DATA-MATH-A-001-bit,02-data-math,Data mathematical and structural primitives,bit,"Smallest independently addressable bit unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-002-byte,02-data-math,Data mathematical and structural primitives,byte,"Smallest independently addressable byte unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-003-symbol,02-data-math,Data mathematical and structural primitives,symbol,"Smallest independently addressable symbol unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-004-scalar,02-data-math,Data mathematical and structural primitives,scalar,"Smallest independently addressable scalar unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-005-vector-element,02-data-math,Data mathematical and structural primitives,vector element,"Smallest independently addressable vector element unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-006-matrix-element,02-data-math,Data mathematical and structural primitives,matrix element,"Smallest independently addressable matrix element unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-007-tensor-element,02-data-math,Data mathematical and structural primitives,tensor element,"Smallest independently addressable tensor element unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-008-tensor-index,02-data-math,Data mathematical and structural primitives,tensor index,"Smallest independently addressable tensor index unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-009-coordinate,02-data-math,Data mathematical and structural primitives,coordinate,"Smallest independently addressable coordinate unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-010-axis,02-data-math,Data mathematical and structural primitives,axis,"Smallest independently addressable axis unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
AXM-02-DATA-MATH-A-011-origin,02-data-math,Data mathematical and structural primitives,origin,"Smallest independently addressable origin unit in data mathematical and structural primitives, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JSONSCHEMA;SRC-RDF;SRC-ONNX;SRC-CSSVALUES,
