id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-00-FOUNDATION-C-016-extension-block,component,00-foundation,Universal foundation and metadata,extension block,"Reusable extension block assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-C-017-migration-record,component,00-foundation,Universal foundation and metadata,migration record,"Reusable migration record assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-C-018-compatibility-record,component,00-foundation,Universal foundation and metadata,compatibility record,"Reusable compatibility record assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-C-019-interface-contract,component,00-foundation,Universal foundation and metadata,interface contract,"Reusable interface contract assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-C-020-port-map,component,00-foundation,Universal foundation and metadata,port map,"Reusable port map assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-C-021-lifecycle-record,component,00-foundation,Universal foundation and metadata,lifecycle record,"Reusable lifecycle record assembly in universal foundation and metadata, with a bounded role and an interface that can be tested independently.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-001-identity-registry,organ,00-foundation,Universal foundation and metadata,identity registry,"Functional subsystem for identity registry in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-002-schema-registry,organ,00-foundation,Universal foundation and metadata,schema registry,"Functional subsystem for schema registry in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-003-metadata-manager,organ,00-foundation,Universal foundation and metadata,metadata manager,"Functional subsystem for metadata manager in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-004-version-manager,organ,00-foundation,Universal foundation and metadata,version manager,"Functional subsystem for version manager in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-005-capability-registry,organ,00-foundation,Universal foundation and metadata,capability registry,"Functional subsystem for capability registry in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-006-dependency-resolver,organ,00-foundation,Universal foundation and metadata,dependency resolver,"Functional subsystem for dependency resolver in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-007-extension-manager,organ,00-foundation,Universal foundation and metadata,extension manager,"Functional subsystem for extension manager in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-008-compatibility-checker,organ,00-foundation,Universal foundation and metadata,compatibility checker,"Functional subsystem for compatibility checker in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-009-migration-manager,organ,00-foundation,Universal foundation and metadata,migration manager,"Functional subsystem for migration manager in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-010-canonicalization-organ,organ,00-foundation,Universal foundation and metadata,canonicalization organ,"Functional subsystem for canonicalization organ in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-011-relationship-graph-manager,organ,00-foundation,Universal foundation and metadata,relationship graph manager,"Functional subsystem for relationship graph manager in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-00-FOUNDATION-O-012-interface-validator,organ,00-foundation,Universal foundation and metadata,interface validator,"Functional subsystem for interface validator in universal foundation and metadata; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-JSONSCHEMA;SRC-RDF;SRC-PROV;SRC-SPDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-001-entity-reference,atom,01-provenance,Provenance rights consent and evidence,entity reference,"Smallest independently addressable entity reference unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-002-activity-reference,atom,01-provenance,Provenance rights consent and evidence,activity reference,"Smallest independently addressable activity reference unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-003-agent-reference,atom,01-provenance,Provenance rights consent and evidence,agent reference,"Smallest independently addressable agent reference unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-004-generation-assertion,atom,01-provenance,Provenance rights consent and evidence,generation assertion,"Smallest independently addressable generation assertion unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-005-usage-assertion,atom,01-provenance,Provenance rights consent and evidence,usage assertion,"Smallest independently addressable usage assertion unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-006-derivation-assertion,atom,01-provenance,Provenance rights consent and evidence,derivation assertion,"Smallest independently addressable derivation assertion unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-007-attribution,atom,01-provenance,Provenance rights consent and evidence,attribution,"Smallest independently addressable attribution unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-008-association,atom,01-provenance,Provenance rights consent and evidence,association,"Smallest independently addressable association unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-009-delegation,atom,01-provenance,Provenance rights consent and evidence,delegation,"Smallest independently addressable delegation unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-010-source-citation,atom,01-provenance,Provenance rights consent and evidence,source citation,"Smallest independently addressable source citation unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-011-evidence-item,atom,01-provenance,Provenance rights consent and evidence,evidence item,"Smallest independently addressable evidence item unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-012-observation,atom,01-provenance,Provenance rights consent and evidence,observation,"Smallest independently addressable observation unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-013-claim,atom,01-provenance,Provenance rights consent and evidence,claim,"Smallest independently addressable claim unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
AXM-01-PROVENANCE-A-014-test-result-reference,atom,01-provenance,Provenance rights consent and evidence,test result reference,"Smallest independently addressable test result reference unit in provenance rights consent and evidence, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PROV;SRC-SPDX;SRC-SLSA;SRC-CYCLONEDX,cross-standard,candidate,research-seed,True,
